"Mouse","Year","Genotype","Behavior","E.phy","YokedTo","Conflict","APA","Group","notes","collector","Tube","Slice","Punch","photos","Date","ready.time","start.time","end.time","Slice.collector","Punch.Collector","SliceSize","Punchsize","punch.location","RNAisolationdate","RNAisolator","slice.location","best.location","jobnumber","RNAseqID","Mouse.short","Random","storagebox","year","Purpose","region","X"
"16-120D","Summer2016","FMR1","","","","Conflict","Yoked","FMR1 Conflict Yoked","","MK","CGJ","5","CA2","","7/19/16","19:30","20:30","21:03","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"9 - ??",2016,"Collaboratorium","",NA
"16-122A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","","MK","BAU","1","DG","photos at 1x","6/13/16","18:40","18:45","18:55","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","","MK","BAV","2","DG","photos at 1x","6/13/16","18:40","18:45","18:55","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","","MK","BAW","3","DG","photos at 1x","6/13/16","18:40","18:45","18:55","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","","MK","BAX","4","DG","photos at 1x","6/13/16","18:40","18:45","18:55","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","","MK","BAY","1","CA1","photos at 1x","6/13/16","18:40","18:45","18:55","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","","MK","BAZ","2","CA1","photos at 1x","6/13/16","18:40","18:45","18:55","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","","MK","BBA","3","CA1","photos at 1x","6/13/16","18:40","18:45","18:55","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","","MK","BBB","4","CA1","photos at 1x","6/13/16","18:40","18:45","18:55","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","","MK","BBC","1","CA3","photos at 1x","6/13/16","18:40","18:45","18:55","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","","MK","BBD","2","CA3","photos at 1x","6/13/16","18:40","18:45","18:55","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","","MK","BBE","3","CA3","photos at 1x","6/13/16","18:40","18:45","18:55","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","","MK","BBF","4","CA3","photos at 1x","6/13/16","18:40","18:45","18:55","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","","MK","BBG","1","CA4","photos at 1x","6/13/16","18:40","18:45","18:55","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","","MK","BBH","2","CA4","photos at 1x","6/13/16","18:40","18:45","18:55","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","","MK","BBI","3","CA4","photos at 1x","6/13/16","18:40","18:45","18:55","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","","MK","BBJ","4","CA4","photos at 1x","6/13/16","18:40","18:45","18:55","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","","MK","BBK","1","CA2","photos at 1x","6/13/16","18:40","18:45","18:55","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","","MK","BBL","2","CA2","photos at 1x","6/13/16","18:40","18:45","18:55","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","","MK","BBM","3","CA2","photos at 1x","6/13/16","18:40","18:45","18:55","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","","MK","BBN","4","CA2","photos at 1x","6/13/16","18:40","18:45","18:55","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BAA","1","CA4","photos at 1x","6/13/16","10:30","11:05","11:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BAB","1","CA3","photos at 1x","6/13/16","10:30","11:05","11:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BAC","1","CA2","photos at 1x","6/13/16","10:30","11:05","11:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BAD","1","CA1","photos at 1x","6/13/16","10:30","11:05","11:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BAE","1","DG","photos at 1x","6/13/16","10:30","11:05","11:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BAF","2","DG","photos at 1x","6/13/16","10:30","11:05","11:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BAG","3","DG","photos at 1x","6/13/16","10:30","11:05","11:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BAH","4","DG","photos at 1x","6/13/16","10:30","11:05","11:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BAI","2","CA1","photos at 1x","6/13/16","10:30","11:05","11:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BAJ","3","CA1","photos at 1x","6/13/16","10:30","11:05","11:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BAK","4","CA1","photos at 1x","6/13/16","10:30","11:05","11:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BAL","2","CA3","photos at 1x","6/13/16","10:30","11:05","11:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BAM","3","CA3","photos at 1x","6/13/16","10:30","11:05","11:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BAN","4","CA3","photos at 1x","6/13/16","10:30","11:05","11:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BAO","2","CA4","photos at 1x","6/13/16","10:30","11:05","11:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BAP","3","CA4","photos at 1x","6/13/16","10:30","11:05","11:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BAQ","4","CA4","photos at 1x","6/13/16","10:30","11:05","11:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BAR","2","CA2","photos at 1x","6/13/16","10:30","11:05","11:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BAS","3","CA2","photos at 1x","6/13/16","10:30","11:05","11:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BAT","4","CA2","photos at 1x","6/13/16","10:30","11:05","11:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122C","Summer2016","WT","","","","Conflict","Trained","WT Conflict Trained","new slice buffer","MK","BBO","1","DG","yes","6/19/16",NA,"12:00","12:20","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122C","Summer2016","WT","","","","Conflict","Trained","WT Conflict Trained","new slice buffer","MK","BBP","2","DG","yes","6/19/16",NA,"12:00","12:20","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122C","Summer2016","WT","","","","Conflict","Trained","WT Conflict Trained","new slice buffer","MK","BBQ","3","DG","yes","6/19/16",NA,"12:00","12:20","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122C","Summer2016","WT","","","","Conflict","Trained","WT Conflict Trained","new slice buffer","MK","BBR","4","DG","yes","6/19/16",NA,"12:00","12:20","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122C","Summer2016","WT","","","","Conflict","Trained","WT Conflict Trained","new slice buffer","MK","BBS","1","CA1","yes","6/19/16",NA,"12:00","12:20","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122C","Summer2016","WT","","","","Conflict","Trained","WT Conflict Trained","new slice buffer","MK","BBT","2","CA1","yes","6/19/16",NA,"12:00","12:20","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122C","Summer2016","WT","","","","Conflict","Trained","WT Conflict Trained","new slice buffer","MK","BBU","3","CA1","yes","6/19/16",NA,"12:00","12:20","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122C","Summer2016","WT","","","","Conflict","Trained","WT Conflict Trained","new slice buffer","MK","BBV","4","CA1","yes","6/19/16",NA,"12:00","12:20","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122C","Summer2016","WT","","","","Conflict","Trained","WT Conflict Trained","new slice buffer","MK","BBW","1","CA3","yes","6/19/16",NA,"12:00","12:20","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122C","Summer2016","WT","","","","Conflict","Trained","WT Conflict Trained","new slice buffer","MK","BBX","2","CA3","yes","6/19/16",NA,"12:00","12:20","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122C","Summer2016","WT","","","","Conflict","Trained","WT Conflict Trained","new slice buffer","MK","BBY","3","CA3","yes","6/19/16",NA,"12:00","12:20","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122C","Summer2016","WT","","","","Conflict","Trained","WT Conflict Trained","new slice buffer","MK","BBZ","4","CA3","yes","6/19/16",NA,"12:00","12:20","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122C","Summer2016","WT","","","","Conflict","Trained","WT Conflict Trained","new slice buffer","MK","BCA","1","CA2","yes","6/19/16",NA,"12:00","12:20","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122C","Summer2016","WT","","","","Conflict","Trained","WT Conflict Trained","new slice buffer","MK","BCB","2","CA2","yes","6/19/16",NA,"12:00","12:20","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122C","Summer2016","WT","","","","Conflict","Trained","WT Conflict Trained","new slice buffer","MK","BCC","3","CA2","yes","6/19/16",NA,"12:00","12:20","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122C","Summer2016","WT","","","","Conflict","Trained","WT Conflict Trained","new slice buffer","MK","BCD","4","CA2","yes","6/19/16",NA,"12:00","12:20","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122C","Summer2016","WT","","","","Conflict","Trained","WT Conflict Trained","new slice buffer","MK","BCE","1","CA4","yes","6/19/16",NA,"12:00","12:20","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122C","Summer2016","WT","","","","Conflict","Trained","WT Conflict Trained","new slice buffer","MK","BCF","2","CA4","yes","6/19/16",NA,"12:00","12:20","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122C","Summer2016","WT","","","","Conflict","Trained","WT Conflict Trained","new slice buffer","MK","BCG","3","CA4","yes","6/19/16",NA,"12:00","12:20","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122C","Summer2016","WT","","","","Conflict","Trained","WT Conflict Trained","new slice buffer","MK","BCH","4","CA4","yes","6/19/16",NA,"12:00","12:20","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122D","Summer2016","WT","","","","Conflict","Yoked","WT Conflict Yoked","very large ventricle","MK","BCI","1","CA1","yes","6/20/16",NA,"11:26","11:41","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122D","Summer2016","WT","","","","Conflict","Yoked","WT Conflict Yoked","very large ventricle","MK","BCJ","2","CA1","yes","6/20/16",NA,"11:26","11:41","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122D","Summer2016","WT","","","","Conflict","Yoked","WT Conflict Yoked","very large ventricle","MK","BCK","3","CA1","yes","6/20/16",NA,"11:26","11:41","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122D","Summer2016","WT","","","","Conflict","Yoked","WT Conflict Yoked","very large ventricle","MK","BCL","1","DG","yes","6/20/16",NA,"11:26","11:41","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122D","Summer2016","WT","","","","Conflict","Yoked","WT Conflict Yoked","very large ventricle","MK","BCM","2","DG","yes","6/20/16",NA,"11:26","11:41","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122D","Summer2016","WT","","","","Conflict","Yoked","WT Conflict Yoked","very large ventricle","MK","BCN","3","DG","yes","6/20/16",NA,"11:26","11:41","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122D","Summer2016","WT","","","","Conflict","Yoked","WT Conflict Yoked","very large ventricle","MK","BCO","1","CA3","yes","6/20/16",NA,"11:26","11:41","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122D","Summer2016","WT","","","","Conflict","Yoked","WT Conflict Yoked","very large ventricle","MK","BCP","2","CA3","yes","6/20/16",NA,"11:26","11:41","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122D","Summer2016","WT","","","","Conflict","Yoked","WT Conflict Yoked","very large ventricle","MK","BCQ","3","CA3","yes","6/20/16",NA,"11:26","11:41","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122D","Summer2016","WT","","","","Conflict","Yoked","WT Conflict Yoked","very large ventricle","MK","BCR","1","CA4","yes","6/20/16",NA,"11:26","11:41","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122D","Summer2016","WT","","","","Conflict","Yoked","WT Conflict Yoked","very large ventricle","MK","BCS","2","CA4","yes","6/20/16",NA,"11:26","11:41","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122D","Summer2016","WT","","","","Conflict","Yoked","WT Conflict Yoked","very large ventricle","MK","BCT","3","CA4","yes","6/20/16",NA,"11:26","11:41","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"1 - BAA - BCT",2016,"Collaboratorium","hippocampus",NA
"16-122D","Summer2016","WT","","","","Conflict","Yoked","WT Conflict Yoked","very large ventricle","MK","BCU","1","CA2","yes","6/20/16",NA,"11:26","11:41","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"2 - BCU - BGC",2016,"Collaboratorium","hippocampus",NA
"16-122D","Summer2016","WT","","","","Conflict","Yoked","WT Conflict Yoked","very large ventricle","MK","BCV","2","CA2","yes","6/20/16",NA,"11:26","11:41","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"2 - BCU - BGC",2016,"Collaboratorium","hippocampus",NA
"16-122D","Summer2016","WT","","","","Conflict","Yoked","WT Conflict Yoked","very large ventricle","MK","BCW","3","CA2","yes","6/20/16",NA,"11:26","11:41","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"2 - BCU - BGC",2016,"Collaboratorium","hippocampus",NA
"16-123A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","new disection soluiton","MK","BJL","1","CA1","yes","7/2/16","12:15","12:28","12:44","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"3 - BGD - BJO",2016,"Collaboratorium","hippocampus",NA
"16-123A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","new disection soluiton","MK","BJM","2","CA1","yes","7/2/16","12:15","12:28","12:44","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"3 - BGD - BJO",2016,"Collaboratorium","hippocampus",NA
"16-123A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","new disection soluiton","MK","BJN","3","CA1","yes","7/2/16","12:15","12:28","12:44","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"3 - BGD - BJO",2016,"Collaboratorium","hippocampus",NA
"16-123A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","new disection soluiton","MK","BJO","4","CA1","yes","7/2/16","12:15","12:28","12:44","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"3 - BGD - BJO",2016,"Collaboratorium","hippocampus",NA
"16-123A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","new disection soluiton","MK","BJP","1","DG","yes","7/2/16","12:15","12:28","12:44","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"4 - BJP - BNB",2016,"Collaboratorium","hippocampus",NA
"16-123A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","new disection soluiton","MK","BJQ","2","DG","yes","7/2/16","12:15","12:28","12:44","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"4 - BJP - BNB",2016,"Collaboratorium","hippocampus",NA
"16-123A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","new disection soluiton","MK","BJR","3","DG","yes","7/2/16","12:15","12:28","12:44","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"4 - BJP - BNB",2016,"Collaboratorium","hippocampus",NA
"16-123A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","new disection soluiton","MK","BJS","4","DG","yes","7/2/16","12:15","12:28","12:44","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"4 - BJP - BNB",2016,"Collaboratorium","hippocampus",NA
"16-123A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","new disection soluiton","MK","BJT","1","CA3","yes","7/2/16","12:15","12:28","12:44","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"4 - BJP - BNB",2016,"Collaboratorium","hippocampus",NA
"16-123A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","new disection soluiton","MK","BJU","2","CA3","yes","7/2/16","12:15","12:28","12:44","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"4 - BJP - BNB",2016,"Collaboratorium","hippocampus",NA
"16-123A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","new disection soluiton","MK","BJV","3","CA3","yes","7/2/16","12:15","12:28","12:44","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"4 - BJP - BNB",2016,"Collaboratorium","hippocampus",NA
"16-123A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","new disection soluiton","MK","BJW","4","CA3","yes","7/2/16","12:15","12:28","12:44","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"4 - BJP - BNB",2016,"Collaboratorium","hippocampus",NA
"16-123A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","new disection soluiton","MK","BJX","1","CA2","yes","7/2/16","12:15","12:28","12:44","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"4 - BJP - BNB",2016,"Collaboratorium","hippocampus",NA
"16-123A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","new disection soluiton","MK","BJY","2","CA2","yes","7/2/16","12:15","12:28","12:44","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"4 - BJP - BNB",2016,"Collaboratorium","hippocampus",NA
"16-123A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","new disection soluiton","MK","BJZ","3","CA2","yes","7/2/16","12:15","12:28","12:44","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"4 - BJP - BNB",2016,"Collaboratorium","hippocampus",NA
"16-123A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","new disection soluiton","MK","BKA","4","CA2","yes","7/2/16","12:15","12:28","12:44","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"4 - BJP - BNB",2016,"Collaboratorium","hippocampus",NA
"16-123A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","new disection soluiton","MK","BKB","1","CA4","yes","7/2/16","12:15","12:28","12:44","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"4 - BJP - BNB",2016,"Collaboratorium","hippocampus",NA
"16-123A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","new disection soluiton","MK","BKC","2","CA4","yes","7/2/16","12:15","12:28","12:44","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"4 - BJP - BNB",2016,"Collaboratorium","hippocampus",NA
"16-123A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","new disection soluiton","MK","BKD","3","CA4","yes","7/2/16","12:15","12:28","12:44","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"4 - BJP - BNB",2016,"Collaboratorium","hippocampus",NA
"16-123A","Summer2016","WT","","","","NoConflict","Trained","WT NoConflict Trained","new disection soluiton","MK","BKE","4","CA4","yes","7/2/16","12:15","12:28","12:44","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"4 - BJP - BNB",2016,"Collaboratorium","hippocampus",NA
"16-123B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BIN","1","CA1","9.6x","7/1/16","15:20","15:30","15:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"3 - BGD - BJO",2016,"Collaboratorium","hippocampus",NA
"16-123B","Summer2016","WT","","","","NoConflict","Yoked","WT NoConflict Yoked","","MK","BIO","2","CA1","9.6x","7/1/16","15:20","15:30","15:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"3 - BGD - BJO",2016,"Collaboratorium","hippocampus",NA
