Tube,Mouse,Slice,Punch,photos,notes,Date,ready.time,start.time,end.time,Slice.collector,Punch.Collector,SliceSize,Punchsize,punch.location,RNAisolationdate,RNAisolator,slice.location,best location,jobnumber,RNAseqID,Mouse-short,Random,storagebox,year,Purpose,region
ZH,15-148A,3,CA4,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,75,75,,,148A,,,2015,Collaboratorium,
ZI,15-148A,1,CA2,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,79,,,,148A,,,2015,Collaboratorium,
ZJ,15-148A,2,CA2,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,69,,,,148A,,,2015,Collaboratorium,
ZK,15-148A,3,CA2,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,75,75,,,148A,,,2015,Collaboratorium,
ZL,15-148A,1,CA3,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,79,,,,148A,,,2015,Collaboratorium,
ZM,15-148A,2,CA3,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,69,,,,148A,,,2015,Collaboratorium,
ZN,15-148A,3,CA3,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,75,75,JA16---,148A-CA3-3,148A,12,,2015,Collaboratorium,
ZO,15-148A,1,DG,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,79,,,,148A,,,2015,Collaboratorium,
ZP,15-148A,2,DG,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,69,,,,148A,,,2015,Collaboratorium,
AAA,15-148A,3,DG,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,75,75,JA16---,148A-DG-3,148A,42,,2015,Collaboratorium,
AAB,15-148A,1,CA1,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,79,,,,148A,,,2015,Collaboratorium,
AAC,15-148A,2,CA1,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,69,,,,148A,,,2015,Collaboratorium,
AAD,15-148A,3,CA1,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,75,75,JA16---,148A-CA1-3,148A,56,,2015,Collaboratorium,
AAE,15-331,1,CA1,slice photos,,7/30/15,NA,NA,NA,JMA,RMH,??,250,Centered on cell layer,,,78,,,,331,,,2015,students,
AAF,15-331,2,CA1,slice photos,,7/30/15,NA,NA,NA,JMA,RMH,??,250,Centered on cell layer,,,73,,,,331,,,2015,students,
AAG,15-331,3,CA1,slice photos,,7/30/15,NA,NA,NA,JMA,RMH,??,250,Centered on cell layer,,,79,,,,331,,,2015,students,
AAH,15-331,1,DG,slice photos,,7/30/15,NA,NA,NA,JMA,RMH,??,250,Centered on cell layer,,,78,78,,,331,,,2015,students,
AAI,15-331,2,DG,slice photos,,7/30/15,NA,NA,NA,JMA,RMH,??,250,Centered on cell layer,,,73,,,,331,,,2015,students,
AAJ,15-331,3,DG,slice photos,,7/30/15,NA,NA,NA,JMA,RMH,??,250,Centered on cell layer,,,79,,,,331,,,2015,students,
AAK,15-331,1,CA3,slice photos,,7/30/15,NA,NA,NA,JMA,RMH,??,250,Centered on cell layer,,,78,78,,,331,,,2015,students,
AAL,15-331,2,CA3,slice photos,,7/30/15,NA,NA,NA,JMA,RMH,??,250,Centered on cell layer,,,73,,,,331,,,2015,students,
AAM,15-331,3,CA3,slice photos,,7/30/15,NA,NA,NA,JMA,RMH,??,250,Centered on cell layer,,,79,,,,331,,,2015,students,
AAN,15-331,1,CA2,slice photos,,7/30/15,NA,NA,NA,JMA,RMH,??,250,Centered on cell layer,,,78,78,,,331,,,2015,students,
AAO,15-331,2,CA2,slice photos,,7/30/15,NA,NA,NA,JMA,RMH,??,250,Centered on cell layer,,,73,,,,331,,,2015,students,
AAP,15-331,3,CA2,slice photos,,7/30/15,NA,NA,NA,JMA,RMH,??,250,Centered on cell layer,,,79,,,,331,,,2015,students,
AAQ,15-331,1,CA4,slice photos,,7/30/15,NA,NA,NA,JMA,RMH,??,250,Centered on cell layer,,,78,78,,,331,,,2015,students,
AAR,15-331,2,CA4,slice photos,,7/30/15,NA,NA,NA,JMA,RMH,??,250,Centered on cell layer,,,73,,,,331,,,2015,students,
AAS,15-331,3,CA4,slice photos,,7/30/15,NA,NA,NA,JMA,RMH,??,250,Centered on cell layer,,,79,,,,331,,,2015,students,
AAT,15-148B,1,CA4,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,83,,,,148B,,,2015,Collaboratorium,
AAU,15-148B,2,CA4,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,77,,,,148B,,,2015,Collaboratorium,
AAV,15-148B,3,CA4,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,73,,,,148B,,,2015,Collaboratorium,
AAW,15-148B,4,CA4,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,75,75,,,148B,,,2015,Collaboratorium,
AAX,15-148B,1,CA3,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,83,,,,148B,,,2015,Collaboratorium,
AAY,15-148B,2,CA3,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,77,,,,148B,,,2015,Collaboratorium,
AAZ,15-148B,3,CA3,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,73,,,,148B,,,2015,Collaboratorium,
ABA,15-148B,4,CA3,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,75,75,JA16---,148B-CA3-4,148B,8,,2015,Collaboratorium,
ABB,15-148B,1,CA1,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,83,,,,148B,,,2015,Collaboratorium,
ABC,15-148B,2,CA1,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,77,,,,148B,,,2015,Collaboratorium,
ABD,15-148B,3,CA1,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,73,,,,148B,,,2015,Collaboratorium,
ABE,15-148B,4,CA1,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,75,75,JA16---,148B-CA1-4,148B,49,,2015,Collaboratorium,
ABF,15-148B,1,CA2,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,83,,,,148B,,,2015,Collaboratorium,
ABG,15-148B,2,CA2,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,77,,,,148B,,,2015,Collaboratorium,
ABH,15-148B,3,CA2,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,73,,,,148B,,,2015,Collaboratorium,
ABI,15-148B,4,CA2,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,75,75,,,148B,,,2015,Collaboratorium,
ABJ,15-148B,1,DG,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,83,,,,148B,,,2015,Collaboratorium,
ABK,15-148B,2,DG,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,77,,,,148B,,,2015,Collaboratorium,
ABL,15-148B,3,DG,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,73,,,,148B,,,2015,Collaboratorium,
ABM,15-148B,4,DG,slice photos,,7/30/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,75,75,JA16---,148B-DG-4,148B,52,,2015,Collaboratorium,
ABN,15-148C,1,CA2,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,72,,,,148C,,,2015,Collaboratorium,
ABO,15-148C,2,CA2,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,78,,,,148C,,,2015,Collaboratorium,
ABP,15-148C,3,CA2,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,74,74,,,148C,,,2015,Collaboratorium,
ABQ,15-148C,4,CA2,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,69,,,,148C,,,2015,Collaboratorium,
ABR,15-148C,1,CA4,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,72,,,,148C,,,2015,Collaboratorium,
ABS,15-148C,2,CA4,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,78,,,,148C,,,2015,Collaboratorium,
ABT,15-148C,3,CA4,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,74,74,,,148C,,,2015,Collaboratorium,
ABU,15-148C,4,CA4,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,69,,,,148C,,,2015,Collaboratorium,
ABV,15-148C,1,CA1,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,72,,,,148C,,,2015,Collaboratorium,
ABW,15-148C,2,CA1,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,78,,,,148C,,,2015,Collaboratorium,
ABX,15-148C,3,CA1,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,74,74,,,148C,,,2015,Collaboratorium,
ABY,15-148C,4,CA1,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,69,,,,148C,,,2015,Collaboratorium,
ABZ,15-148C,1,CA3,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,72,,,,148C,,,2015,Collaboratorium,
ACA,15-148C,2,CA3,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,78,,,,148C,,,2015,Collaboratorium,
ACB,15-148C,3,CA3,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,74,74,,,148C,,,2015,Collaboratorium,
ACD,15-148C,4,CA3,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,69,,,,148C,,,2015,Collaboratorium,
ACE,15-148C,1,DG,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,72,,,,148C,,,2015,Collaboratorium,
ACF,15-148C,2,DG,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,78,,,,148C,,,2015,Collaboratorium,
ACG,15-148C,3,DG,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,74,74,,,148C,,,2015,Collaboratorium,
ACH,15-148C,4,DG,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,69,,,,148C,,,2015,Collaboratorium,
ACI,???,1,CA4,,,7/31/15,NA,NA,NA,JMA,RMH,300,250,Centered on cell layer,,,,,,,,,,2015,students,
ACJ,???,2,CA4,,,7/31/15,NA,NA,NA,JMA,RMH,300,250,Centered on cell layer,,,,,,,,,,2015,students,
ACK,???,3,CA4,,,7/31/15,NA,NA,NA,JMA,RMH,300,250,Centered on cell layer,,,,,,,,,,2015,students,
ACL,???,1,CA2,,,7/31/15,NA,NA,NA,JMA,RMH,300,250,Centered on cell layer,,,,,,,,,,2015,students,
ACM,???,2,CA1,,,7/31/15,NA,NA,NA,JMA,RMH,300,250,Centered on cell layer,,,,,,,,,,2015,students,
ACN,???,3,CA2,,,7/31/15,NA,NA,NA,JMA,RMH,300,250,Centered on cell layer,,,,,,,,,,2015,students,
ACO,???,1,CA3,,,7/31/15,NA,NA,NA,JMA,RMH,300,250,Centered on cell layer,,,,,,,,,,2015,students,
ACP,???,2,CA2,,,7/31/15,NA,NA,NA,JMA,RMH,300,250,Centered on cell layer,,,,,,,,,,2015,students,
ACQ,???,3,CA1,,,7/31/15,NA,NA,NA,JMA,RMH,300,250,Centered on cell layer,,,,,,,,,,2015,students,
ACR,???,1,DG,,,7/31/15,NA,NA,NA,JMA,RMH,300,250,Centered on cell layer,,,,,,,,,,2015,students,
ACS,???,2,DG,,,7/31/15,NA,NA,NA,JMA,RMH,300,250,Centered on cell layer,,,,,,,,,,2015,students,
ACT,???,3,DG,,,7/31/15,NA,NA,NA,JMA,RMH,300,250,Centered on cell layer,,,,,,,,,,2015,students,
ACU,???,1,CA1,,,7/31/15,NA,NA,NA,JMA,RMH,300,250,Centered on cell layer,,,,,,,,,,2015,students,
ACV,???,2,CA3,,,7/31/15,NA,NA,NA,JMA,RMH,300,250,Centered on cell layer,,,,,,,,,,2015,students,
ACW,???,3,CA3,,,7/31/15,NA,NA,NA,JMA,RMH,300,250,Centered on cell layer,,,,,,,,,,2015,students,
ACX,15-148D,1,DG,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,78,,,,148D,,,2015,Collaboratorium,
ACY,15-148D,2,DG,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,70,,,,148D,,,2015,Collaboratorium,
ACZ,15-148D,3,DG,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,74,74,,,148D,,,2015,Collaboratorium,
ADA,15-148D,4,DG,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,76,,,,148D,,,2015,Collaboratorium,
ADB,15-148D,1,CA1,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,78,,,,148D,,,2015,Collaboratorium,
ADC,15-148D,2,CA1,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,70,,,,148D,,,2015,Collaboratorium,
ADD,15-148D,3,CA1,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,74,74,,,148D,,,2015,Collaboratorium,
ADE,15-148D,4,CA1,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,76,,,,148D,,,2015,Collaboratorium,
ADF,15-148D,1,CA2,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,78,,,,148D,,,2015,Collaboratorium,
ADG,15-148D,2,CA2,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,70,,,,148D,,,2015,Collaboratorium,
ADH,15-148D,3,CA2,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,74,74,,,148D,,,2015,Collaboratorium,
ADI,15-148D,4,CA2,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,76,,,,148D,,,2015,Collaboratorium,
ADJ,15-148D,2,CA3,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,70,,,,148D,,,2015,Collaboratorium,
ADK,15-148D,3,CA3,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,74,74,,,148D,,,2015,Collaboratorium,
ADL,15-148D,4,CA3,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,76,,,,148D,,,2015,Collaboratorium,
ADM,15-148D,5,CA3,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,69,,,,148D,,,2015,Collaboratorium,
ADN,15-148D,5,DG,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,69,,,,148D,,,2015,Collaboratorium,
ADO,15-148D,5,CA1,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,69,,,,148D,,,2015,Collaboratorium,
ADP,15-148D,5,CA2,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,69,,,,148D,,,2015,Collaboratorium,
ADQ,15-148D,5,CA4,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,69,,,,148D,,,2015,Collaboratorium,
ADR,15-148D,2,CA4,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,70,,,,148D,,,2015,Collaboratorium,
ADS,15-148D,3,CA4,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,74,74,,,148D,,,2015,Collaboratorium,
ADT,15-148D,4,CA4,slice photos,,7/31/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,76,,,,148D,,,2015,Collaboratorium,
AEA,15-100,1,CA1,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,JA16---,100-CA1-1,100,62,,2015,Collaboratorium,
AEB,15-100,1,CA2,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,,,100,,,2015,Collaboratorium,
AEC,15-100,1,CA3,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,JA16---,100-CA3-1,100,48,,2015,Collaboratorium,
AED,15-100,1,CA4,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,,,100,,,2015,Collaboratorium,
AEF ,15-100,2,CA1,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,JA16---,100-CA1-2,100,63,,2015,Collaboratorium,
AEG,15-100,2,CA2,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,,,100,,,2015,Collaboratorium,
AEH,15-100,2,CA3,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,JA16---,100-CA3-2,100,9,,2015,Collaboratorium,
AEJ,15-100,2,DG,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,JA16---,101-DG-2,101,20,,2015,Collaboratorium,
AEK,15-100,3,CA1,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,JA16---,100-CA1-3,100,40,,2015,Collaboratorium,
AEL,15-100,3,CA2,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,,,100,,,2015,Collaboratorium,
AEN,15-100,3,CA4,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,,,100,,,2015,Collaboratorium,
AEO,15-100,3,DG,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,JA16---,101-DG-3,101,67,,2015,Collaboratorium,
AER,15-100,4,CA3,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,JA16---,101-CA3-4,101,31,,2015,Collaboratorium,
AES,15-100,4,CA4,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,,,100,,,2015,Collaboratorium,
AET,15-100,4,DG,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,JA16---,101-DG-4,101,1,,2015,Collaboratorium,
AFA,15-101,1,CA1,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,JA16---,100-CA1-1,100,7,,2015,Collaboratorium,
AFB,15-101,1,CA2,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,,,100,,,2015,Collaboratorium,
AFC,15-101,1,CA3,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,JA16---,100-CA3-1,100,16,,2015,Collaboratorium,
AFD,15-101,1,CA4,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,,,100,,,2015,Collaboratorium,
AFF ,15-101,2,CA1,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,JA16---,100-CA1-2,100,30,,2015,Collaboratorium,
AFG,15-101,2,CA2,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,,,100,,,2015,Collaboratorium,
AFH,15-101,2,CA3,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,JA16---,101-CA3-2,101,58,,2015,Collaboratorium,
AFJ,15-101,2,DG,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,JA16---,101-DG-2,101,68,,2015,Collaboratorium,
AFK,15-101,3,CA1,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,JA16---,100-CA1-3,100,11,,2015,Collaboratorium,
AFL,15-101,3,CA2,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,,,100,,,2015,Collaboratorium,
AFN,15-101,3,CA4,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,,,100,,,2015,Collaboratorium,
AFO,15-101,3,DG,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,JA16---,101-DG-3,101,10,,2015,Collaboratorium,
AFR,15-101,4,CA3,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,JA16---,101-CA3-4,101,37,,2015,Collaboratorium,
AFS,15-101,4,CA4,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,,,100,,,2015,Collaboratorium,
AFT,15-101,4,DG,,,9/28/15,NA,NA,NA,MK,MK,,,,,,,1,JA16---,101-DG-4,101,44,,2015,Collaboratorium,
BAA,16-122B,1,CA4,photos at 1x,,6/13/16,10:30,11:05,11:15,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAB,16-122B,1,CA3,photos at 1x,,6/13/16,10:30,11:05,11:15,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAC,16-122B,1,CA2,photos at 1x,,6/13/16,10:30,11:05,11:15,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAD,16-122B,1,CA1,photos at 1x,,6/13/16,10:30,11:05,11:15,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAE,16-122B,1,DG,photos at 1x,,6/13/16,10:30,11:05,11:15,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAF,16-122B,2,DG,photos at 1x,,6/13/16,10:30,11:05,11:15,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAG,16-122B,3,DG,photos at 1x,,6/13/16,10:30,11:05,11:15,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAH,16-122B,4,DG,photos at 1x,slice 4 is mangled,6/13/16,10:30,11:05,11:15,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAI,16-122B,2,CA1,photos at 1x,,6/13/16,10:30,11:05,11:15,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAJ,16-122B,3,CA1,photos at 1x,,6/13/16,10:30,11:05,11:15,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAK,16-122B,4,CA1,photos at 1x,slice 4 is mangled,6/13/16,10:30,11:05,11:15,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAL,16-122B,2,CA3,photos at 1x,,6/13/16,10:30,11:05,11:15,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAM,16-122B,3,CA3,photos at 1x,,6/13/16,10:30,11:05,11:15,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAN,16-122B,4,CA3,photos at 1x,slice 4 is mangled,6/13/16,10:30,11:05,11:15,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAO,16-122B,2,CA4,photos at 1x,,6/13/16,10:30,11:05,11:15,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAP,16-122B,3,CA4,photos at 1x,,6/13/16,10:30,11:05,11:15,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAQ,16-122B,4,CA4,photos at 1x,slice 4 is mangled,6/13/16,10:30,11:05,11:15,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAR,16-122B,2,CA2,photos at 1x,,6/13/16,10:30,11:05,11:15,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAS,16-122B,3,CA2,photos at 1x,,6/13/16,10:30,11:05,11:15,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAT,16-122B,4,CA2,photos at 1x,slice 4 is mangled,6/13/16,10:30,11:05,11:15,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAU,16-122A,1,DG,photos at 1x,,6/13/16,18:40,18:45,18:55,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAV,16-122A,2,DG,photos at 1x,,6/13/16,18:40,18:45,18:55,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAW,16-122A,3,DG,photos at 1x,,6/13/16,18:40,18:45,18:55,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAX,16-122A,4,DG,photos at 1x,,6/13/16,18:40,18:45,18:55,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAY,16-122A,1,CA1,photos at 1x,,6/13/16,18:40,18:45,18:55,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BAZ,16-122A,2,CA1,photos at 1x,,6/13/16,18:40,18:45,18:55,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BBA,16-122A,3,CA1,photos at 1x,,6/13/16,18:40,18:45,18:55,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BBB,16-122A,4,CA1,photos at 1x,,6/13/16,18:40,18:45,18:55,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BBC,16-122A,1,CA3,photos at 1x,,6/13/16,18:40,18:45,18:55,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BBD,16-122A,2,CA3,photos at 1x,,6/13/16,18:40,18:45,18:55,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BBE,16-122A,3,CA3,photos at 1x,,6/13/16,18:40,18:45,18:55,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BBF,16-122A,4,CA3,photos at 1x,,6/13/16,18:40,18:45,18:55,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BBG,16-122A,1,CA4,photos at 1x,,6/13/16,18:40,18:45,18:55,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BBH,16-122A,2,CA4,photos at 1x,,6/13/16,18:40,18:45,18:55,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BBI,16-122A,3,CA4,photos at 1x,,6/13/16,18:40,18:45,18:55,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BBJ,16-122A,4,CA4,photos at 1x,,6/13/16,18:40,18:45,18:55,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BBK,16-122A,1,CA2,photos at 1x,,6/13/16,18:40,18:45,18:55,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BBL,16-122A,2,CA2,photos at 1x,,6/13/16,18:40,18:45,18:55,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BBM,16-122A,3,CA2,photos at 1x,,6/13/16,18:40,18:45,18:55,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BBN,16-122A,4,CA2,photos at 1x,,6/13/16,18:40,18:45,18:55,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
BBO,16-122C,1,DG,yes,,6/19/16,NA,12:00,12:20,MK,RMH,300,250,,,,,,,,,,1 - BAA - BCT,2016,Collaboratorium,
