ID,Year,Genotype,TrainProtocol,TrainSequence,TrainGroup,Day,TrainSession,ShockOnOff,PairedPartner,Experimenter,Housing,TestLocation,genoYear,APA,genoAPA,TrainSessionCombo,genoAPATrainSessionCombo,genoAPATrainSessionComboInd,pair1,pair2,TotalPathArena.m,SpeedArena.cm.s,SdevSpeedArena.,Linearity.Arena.,NumEntrances,Time1stEntr,Path1stEntr,Speed1stEntr.cm.s.,Dist1stEntr.m.,NumShock,MaxTimeAvoid,Time2ndEntr,Path2ndEntr,Speed2ndEntr,TimeTarget,pTimeTarget,pTimeCCW,pTimeOPP,pTimeCW,RayleigLength,RayleigAngle,PolarAvgVal,PolarSdVal,PolarMinVal,PolarMinBin,Min50.RngLoBin,Min50.RngHiBin,PolarMaxVal,PolarMaxBin,Max50.RngLoBin,Max50.RngHiBin,AnnularMinVal,AnnularMinBin,AnnularMaxVal,AnnularMaxBin,AnnularAvg,AnnularSd,AnnularSkewnes,AnnularKurtosis,Speed1,Speed2,EntrShockDiff
16-122D,2016,WT,3-day,train-conflict,yoked,2,C3,On,16-122C,Maddy,AnimalRoom,MBL,WT_2016,yoked_conflict,WT_yoked_conflict,T6_C3,WT_yoked_conflict_T6_C3,_16-122D,16-122D_,16-122C_,8.65,1.44,1.7,0.2784,13,4.2,0.07,2.16,0.97,34,114,57.87,1.04,3.31,64.164,0.1655,0.2567,0.3118,0.266,0.15,164.45,196.05,99.59,0.013,350,190,50,0.0431,140,100,260,0.0019,16.9,0.2799,13.1,12.64,18.12,1.45,6.06,0.016666667,0.017971315,21
16-123D,2016,WT,3-day,train-conflict,yoked,1,T1,On,16-123C,Maddy,AnimalRoom,MBL,WT_2016,yoked_conflict,WT_yoked_conflict,T1,WT_yoked_conflict_T1,_16-123D,16-123D_,16-123C_,10.71,1.78,1.86,0.2831,13,24.7,0.74,1.53,0.88,39,156,181.5,4.73,2.05,75.937,0.1835,0.2589,0.341,0.2166,0.14,162.61,198.28,97.85,0.016,310,240,110,0.0456,190,140,310,0.0433,9.7,0.2701,14.5,12.24,29.11,1.2,3.23,0.029959514,0.026060606,26
16-123D,2016,WT,3-day,train-conflict,yoked,2,C1,On,16-123C,Maddy,AnimalRoom,MBL,WT_2016,yoked_conflict,WT_yoked_conflict,T4_C1,WT_yoked_conflict_T4_C1,_16-123D,16-123D_,16-123C_,12.84,2.14,2.93,0.2711,13,13.33,0.31,5.01,0.78,41,114,66.57,1.23,1.83,87.433,0.1784,0.282,0.2347,0.3048,0.07,77.22,191.02,109.24,0.015,160,100,310,0.0541,80,340,150,0.0079,3.1,0.3817,14.5,14.15,12.62,2.38,11.45,0.023255814,0.018476791,28
16-118A,2016,FMR1KO,3-day,train-train,trained,2,T4,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T4_C1,FMR1KO_trained_trained_T4_C1,_16-118A,16-118A_,NA_,9.38,1.56,1.95,0.2469,13,15.3,0.27,12.94,0.97,20,92,60.97,1.08,1.53,25.235,0.0643,0.4861,0.1627,0.2868,0.23,114.31,193.12,93.44,0.0032,350,140,50,0.0629,100,40,160,0.0626,7.5,0.243,14.5,12.4,25.05,1.49,4.43,0.017647059,0.01771363,7
16-120B,2016,FMR1KO,3-day,train-train,trained,1,T2,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T2,FMR1KO_trained_trained_T2,_16-120B,16-120B_,NA_,8.58,1.43,1.99,0.2105,13,24,0.32,1.48,0.96,16,152,32.17,0.69,8.5,17.5,0.0461,0.4141,0.4404,0.0993,0.45,139.02,220.87,69.24,7.00E-04,0,200,110,0.0538,190,110,230,0.0087,3.1,0.3863,14.5,13.67,13.43,2.01,9.15,0.013333333,0.021448555,3
16-120B,2016,FMR1KO,3-day,train-train,trained,2,T5,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T5_C2,FMR1KO_trained_trained_T5_C2,_16-120B,16-120B_,NA_,9.69,1.62,2.28,0.2246,13,26.37,0.92,6.92,0.89,13,136,34.17,1.22,1.96,10.935,0.0285,0.7048,0.2385,0.0282,0.68,102.13,196.33,50.75,1.00E-04,0,120,70,0.0795,70,40,120,0.0055,3.1,0.329,15.8,13.74,14.62,1.35,5.36,0.03488813,0.035703834,0
16-121B,2016,FMR1KO,3-day,train-train,trained,1,T1,On,16-121A,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T1,FMR1KO_trained_trained_T1,_16-121B,16-121B_,16-121A_,9.96,1.66,1.53,0.3719,13,14.17,0.44,0.43,0.94,35,139,42.17,1.03,0.56,64.668,0.1585,0.3184,0.3804,0.1427,0.27,142.18,201.78,88.16,0.0118,280,170,70,0.0617,150,80,220,0.0589,15.8,0.1983,9.7,10.73,23.74,0.6,2.76,0.031051517,0.024424947,22
16-117B,2016,FMR1KO,3-day,train-train,yoked,1,T3,On,16-117A,Maddy,AnimalRoom,MBL,FMR1KO_2016,yoked_trained,FMR1KO_yoked_trained,T3,FMR1KO_yoked_trained_T3,_16-117B,16-117B_,16-117A_,10.1,1.68,2.69,0.2087,13,36.57,0.57,1.71,0.94,43,86,63.6,1.18,22.45,93.167,0.2341,0.2797,0.2512,0.235,0.04,113.05,184.26,101.59,0.0213,30,260,100,0.0389,100,30,210,4.00E-04,3.1,0.6138,13.1,13.47,7.81,0.11,7.06,0.015586546,0.018553459,30
16-117D,2016,FMR1KO,3-day,train-conflict,trained,1,T1,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_conflict,FMR1KO_trained_conflict,T1,FMR1KO_trained_conflict_T1,_16-117D,16-117D_,NA_,12.95,2.16,2.28,0.3199,13,4.4,0.37,13.81,0.78,24,99,16.4,1.2,8.74,39.338,0.1004,0.3881,0.3977,0.1137,0.44,134.28,219.7,69.88,0.0016,320,190,100,0.0564,120,60,180,2.00E-04,16.9,0.3172,14.5,12.85,20.71,2.06,7.66,0.084090909,0.073170732,11
16-118C,2016,FMR1KO,3-day,train-conflict,trained,2,C1,On,16-118D,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_conflict,FMR1KO_trained_conflict,T4_C1,FMR1KO_trained_conflict_T4_C1,_16-118C,16-118C_,16-118D_,11.84,1.97,2.51,0.2824,13,9.43,0.33,6.73,0.84,14,135,18.57,0.7,2.25,14.101,0.0265,0.1616,0.4007,0.4112,0.36,195.16,143.37,86.2,0.0023,20,250,150,0.0525,230,150,280,0.0125,9.7,0.3656,13.1,13.58,17.35,3.03,13.39,0.034994698,0.037695207,1
16-121D,2016,FMR1KO,3-day,train-conflict,trained,3,Retention,Off,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_conflict,FMR1KO_trained_conflict,Retention,FMR1KO_trained_conflict_Retention,_16-121D,16-121D_,NA_,15.25,2.54,2.43,0.4146,13,100.13,2.1,3.99,0.8,33,142,111.97,2.3,5.84,60.065,0.1215,0.0632,0.1376,0.6777,0.57,279.98,184.03,65.07,0.0017,50,300,260,0.1062,290,250,320,0.0246,7.5,0.3174,14.5,12.94,17.55,1.89,7.27,0.020972735,0.020541216,20
16-116D,2016,FMR1KO,3-day,train-conflict,yoked,2,C3,On,16-116C,Maddy,AnimalRoom,MBL,FMR1KO_2016,yoked_conflict,FMR1KO_yoked_conflict,T6_C3,FMR1KO_yoked_conflict_T6_C3,_16-116D,16-116D_,16-116C_,7.29,1.22,1.55,0.2304,13,19.27,0.56,1.78,1.18,44,166,72.8,1.12,1.17,77.737,0.1514,0.2073,0.3333,0.308,0.12,178.79,164.8,102.08,0.0182,350,230,100,0.049,220,90,260,0.0269,15.8,0.4832,7.5,9.58,20.59,-0.29,2.81,0.029060716,0.015384615,31
15140D,2015,WT,3-day,train-train,yoked,2,T5,On,15140C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,T5_C2,WT_yoked_trained_T5_C2,_15140D,15140D_,15140C_,5.78,0.96,1.5,0.1659,14,40.27,0.7,1.82,1.06,54,60,55.8,1.11,2.73,109.5,0.2808,0.2616,0.2123,0.2453,0.09,15.17,175.81,102.33,0.0182,160,70,280,0.042,50,290,100,0.0034,3.5,0.4028,18,16.55,10.84,2.13,10.9,0.017382667,0.019892473,40
15140D,2015,WT,3-day,train-train,yoked,2,T6,On,15140C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,T6_C3,WT_yoked_trained_T6_C3,_15140D,15140D_,15140C_,5.77,0.96,1.25,0.1722,14,36.43,0.59,1.69,1.08,48,64,100,1.62,1.56,103.202,0.2547,0.2791,0.2649,0.2013,0.08,92.25,178.04,98.06,0.0195,230,160,10,0.0406,150,30,210,0.0011,3.5,0.4653,16.6,15.96,12.34,1.64,6.21,0.016195443,0.0162,34
15140D,2015,WT,3-day,train-train,yoked,3,Retention,Off,15140C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,Retention,WT_yoked_trained_Retention,_15140D,15140D_,15140C_,10.36,1.73,1.98,0.2509,14,48.93,0.86,1.96,0.82,41,115,102.03,1.96,1.96,82.302,0.1617,0.2329,0.3298,0.2755,0.1,143.83,171.81,107.12,0.0185,320,230,90,0.0433,190,120,310,0.0291,3.5,0.3684,18,15.35,19.11,1.69,5.95,0.017576129,0.019210036,27
15141D,2015,WT,3-day,train-train,yoked,2,T4,On,15141C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,T4_C1,WT_yoked_trained_T4_C1,_15141D,15141D_,15141C_,14.6,2.43,3.39,0.2827,14,48.2,0.94,1.96,0.71,47,87,106.57,2.1,1.34,95.93,0.2485,0.1486,0.3068,0.2961,0.15,272.34,173.27,111.67,0.0107,110,320,190,0.0503,200,130,300,0.0018,19.4,0.4512,18,16.28,15.45,1.8,7.68,0.019502075,0.019705358,33
15146D,2015,WT,3-day,train-train,yoked,1,T2,On,15146C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,T2,WT_yoked_trained_T2,_15146D,15146D_,15146C_,10.99,1.83,1.83,0.325,14,34.27,0.66,3.84,0.92,38,110,92.87,1.64,1.34,70.431,0.1771,0.3984,0.2607,0.1638,0.22,102.02,184,90.01,0.0144,300,160,50,0.0579,70,30,170,0.0026,19.4,0.2573,15,13.46,22.39,1.04,3.42,0.019258827,0.017659093,24
15147A,2015,WT,3-day,train-conflict,trained,2,C1,On,15147B,Maddy,AnimalRoom,MBL,WT_2015,trained_conflict,WT_trained_conflict,T4_C1,WT_trained_conflict_T4_C1,_15147A,15147A_,15147B_,13.38,2.23,2.69,0.3103,14,3.4,0.05,1.61,0.64,15,167,22.73,0.81,0.91,15.033,0.0291,0.5158,0.4196,0.0355,0.71,105.76,150.32,131.9,4.00E-04,310,130,80,0.09,130,70,150,2.00E-04,19.4,0.3272,16.6,15.69,12.22,1.33,6.15,0.014705882,0.035635724,1
15147A,2015,WT,3-day,train-conflict,trained,3,Retention,Off,15147B,Maddy,AnimalRoom,MBL,WT_2015,trained_conflict,WT_trained_conflict,Retention,WT_trained_conflict_Retention,_15147A,15147A_,15147B_,21.47,3.58,3.51,0.4549,14,18.8,1.13,3.63,0.65,30,117,35.17,2.45,20.29,50.534,0.0935,0.3569,0.4103,0.1392,0.44,118.45,141.1,111.58,0.0054,320,150,80,0.0844,120,70,170,0.0051,3.5,0.3505,15,15.08,13.16,1.12,5.9,0.060106383,0.069661643,16
15144B,2015,WT,3-day,train-conflict,yoked,2,C1,On,15144A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T4_C1,WT_yoked_conflict_T4_C1,_15144B,15144B_,15144A_,19.99,3.33,3.76,0.3724,14,12.07,0.68,18.86,0.61,33,117,17.63,0.84,1.14,67.968,0.1305,0.2278,0.3831,0.2585,0.2,143.21,157.42,106.44,0.0127,330,220,100,0.0537,130,60,210,0.0514,3.5,0.2502,15,13.73,21.62,1.27,4.7,0.056338028,0.047646058,19
15145B,2015,WT,3-day,train-conflict,yoked,2,C3,On,15145A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T6_C3,WT_yoked_conflict_T6_C3,_15145B,15145B_,15145A_,6.04,1.01,1.5,0.1731,14,30.47,0.68,4.9,1.16,65,121,51.17,0.86,6,123.635,0.2504,0.1975,0.3043,0.2477,0.07,37.65,182.69,105.35,0.0192,220,120,330,0.0384,20,280,100,0.0026,18,0.3801,15,13.72,16.35,1.75,6.68,0.022317033,0.016806723,51
15145B,2015,WT,3-day,train-conflict,yoked,3,Retention,Off,15145A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,Retention,WT_yoked_conflict_Retention,_15145B,15145B_,15145A_,10.44,1.74,1.8,0.2934,14,20.17,0.56,5.37,0.98,36,116,136.67,3.11,0.78,68.462,0.1381,0.2631,0.3341,0.2646,0.1,131.23,177.01,109.17,0.015,0,210,70,0.0437,80,20,190,0.0073,18,0.2427,15,11.52,25.04,0.61,2.38,0.027764006,0.022755543,22
16-123A,2016,WT,3-day,train-train,trained,5,Retention,Off,16-123B,Maddy,AnimalRoom,MBL,WT_2016,trained_trained,WT_trained_trained,Retention,WT_trained_trained_Retention,_16-123A,16-123A_,16-123B_,17.45,2.91,2.82,0.4365,14,21.27,0.49,0.92,0.78,24,110,25.27,0.6,6.36,41.301,0.1026,0.3385,0.2388,0.3201,0.17,203.81,196.6,107.34,0.0043,10,230,90,0.0497,90,60,230,0.0163,3.1,0.3579,14.5,13.08,15.63,1.83,7.58,0.023037142,0.023743569,10
16-122B,2016,WT,3-day,train-train,yoked,2,T4,On,16-122A,Maddy,AnimalRoom,MBL,WT_2016,yoked_trained,WT_yoked_trained,T4_C1,WT_yoked_trained_T4_C1,_16-122B,16-122B_,16-122A_,5.12,0.85,1.09,0.1527,14,44.63,0.59,2.9,1.18,55,61,106.23,1.79,1.67,105.738,0.2648,0.1883,0.223,0.3239,0.15,298.17,167.01,110.52,0.0164,100,30,260,0.0473,310,240,40,4.00E-04,16.9,0.4417,14.5,13.53,20.32,2.19,7.39,0.013219807,0.016850231,41
16-122B,2016,WT,3-day,train-train,yoked,2,T6,On,16-122A,Maddy,AnimalRoom,MBL,WT_2016,yoked_trained,WT_yoked_trained,T6_C3,WT_yoked_trained_T6_C3,_16-122B,16-122B_,16-122A_,4.73,0.79,1.04,0.159,14,42.07,0.77,1.9,1.14,68,52,94.8,1.74,2.09,128.698,0.3203,0.1757,0.2276,0.2763,0.12,310.93,171.92,108.12,0.0171,80,50,270,0.0441,10,220,30,0.0036,7.5,0.4501,15.8,14.79,10.44,3.11,20,0.018302829,0.01835443,54
16-123B,2016,WT,3-day,train-train,yoked,1,T2,On,16-123A,Maddy,AnimalRoom,MBL,WT_2016,yoked_trained,WT_yoked_trained,T2,WT_yoked_trained_T2,_16-123B,16-123B_,16-123A_,12.92,2.15,3.06,0.2812,14,120.27,3.6,2.26,0.72,47,147,138.5,4.54,6.36,90.033,0.2199,0.3123,0.2169,0.2509,0.05,59.72,173.91,101.89,0.0194,230,110,320,0.0463,100,310,130,0.0164,16.9,0.3456,15.8,13.47,19.11,1.4,4.87,0.029932652,0.032779783,33
16-123B,2016,WT,3-day,train-train,yoked,2,T4,On,16-123A,Maddy,AnimalRoom,MBL,WT_2016,yoked_trained,WT_yoked_trained,T4_C1,WT_yoked_trained_T4_C1,_16-123B,16-123B_,16-123A_,5.51,0.92,1.51,0.1764,14,42.33,0.1,0.55,1.12,59,115,157.63,2.35,2.02,116.536,0.3087,0.1855,0.1839,0.3219,0.19,304.55,165.14,111.29,0.0143,150,0,240,0.0451,280,220,10,0.0028,16.9,0.4743,15.8,13.15,30.06,1.86,5.26,0.002362391,0.01490833,45
16-357A,2016,WT,3-day,train-train,yoked,1,T2,On,16-124A,Maddy,AnimalRoom,MBL,WT_2016,yoked_trained,WT_yoked_trained,T2,WT_yoked_trained_T2,_16-357A,16-357A_,16-124A_,7.81,1.3,1.45,0.2528,14,NA,NA,NA,NA,6,NA,NA,NA,NA,87.734,0.2139,0.3433,0.2729,0.1699,0.18,103.1,185.43,92.05,0.0119,340,150,30,0.0469,60,20,170,0.0339,15.8,0.2168,9.7,9.83,26.04,0.62,2.72,NA,NA,-8
16-122C,2016,WT,3-day,train-conflict,trained,1,T3,On,16-122D,Maddy,AnimalRoom,MBL,WT_2016,trained_conflict,WT_trained_conflict,T3,WT_trained_conflict_T3,_16-122C,16-122C_,16-122D_,13.6,2.27,2.72,0.2637,14,0.53,NA,NA,0.83,20,132,132.77,3.02,7.35,30.034,0.0728,0.2699,0.4175,0.2398,0.3,170.99,215.75,88.01,0.005,340,220,110,0.0519,160,120,260,0.0255,16.9,0.2364,11.5,12.35,21.11,1.17,4.89,NA,0.022746102,6
16-125D,2016,WT,3-day,train-conflict,trained,1,T1,On,16-357D,Maddy,AnimalRoom,MBL,WT_2016,trained_conflict,WT_trained_conflict,T1,WT_trained_conflict_T1,_16-125D,16-125D_,16-357D_,11.14,1.86,2.18,0.3035,14,28.83,0.66,1.41,0.94,15,69,40.87,1.21,2.69,14.665,0.0398,0.7027,0.2263,0.0313,0.67,108.18,199.91,52.6,2.00E-04,0,130,80,0.0883,100,70,150,9.00E-04,16.9,0.3502,14.5,13.73,19.18,2.37,9.55,0.02289282,0.029606068,1
16-122D,2016,WT,3-day,train-conflict,yoked,1,T1,On,16-122C,Maddy,AnimalRoom,MBL,WT_2016,yoked_conflict,WT_yoked_conflict,T1,WT_yoked_conflict_T1,_16-122D,16-122D_,16-122C_,15.56,2.59,2.53,0.3547,14,20.8,0.54,3.42,0.78,39,111,39.43,1.44,4.63,73.333,0.1878,0.3637,0.2995,0.1489,0.26,132.16,202.54,86.66,0.0082,270,210,90,0.0485,90,30,180,1.00E-04,16.9,0.2685,13.1,11.14,21.64,1.03,3.66,0.025961538,0.036520416,25
16-122D,2016,WT,3-day,train-conflict,yoked,2,Retention,Off,16-122C,Maddy,AnimalRoom,MBL,WT_2016,yoked_conflict,WT_yoked_conflict,Retention,WT_yoked_conflict_Retention,_16-122D,16-122D_,16-122C_,14.9,2.48,2.46,0.3711,14,31.5,0.7,1.83,0.77,24,151,79.13,1.94,13.15,45.3,0.1111,0.2943,0.2894,0.3052,0.22,184.22,209.09,98.13,0.0094,340,250,130,0.0547,250,120,270,0.0031,16.9,0.2539,11.5,12.23,20.56,1.21,4.56,0.022222222,0.024516618,10
16-123D,2016,WT,3-day,train-conflict,yoked,1,T2,On,16-123C,Maddy,AnimalRoom,MBL,WT_2016,yoked_conflict,WT_yoked_conflict,T2,WT_yoked_conflict_T2,_16-123D,16-123D_,16-123C_,12.49,2.08,2.32,0.2946,14,2.57,0.13,6.3,0.86,36,176,60.07,1.27,1.78,65.331,0.1671,0.2379,0.3627,0.2323,0.17,183.12,198.76,100.24,0.015,340,230,110,0.0504,210,100,260,0.02,9.7,0.3478,15.8,13.9,15.98,2.49,10.42,0.050583658,0.021142001,22
16-124D,2016,WT,3-day,train-conflict,yoked,1,T2,On,16-124C,Maddy,AnimalRoom,MBL,WT_2016,yoked_conflict,WT_yoked_conflict,T2,WT_yoked_conflict_T2,_16-124D,16-124D_,16-124C_,11.12,1.85,2.02,0.3256,14,89.47,2.09,10.45,0.95,43,95,113.23,2.6,1.9,84.831,0.2338,0.3872,0.1848,0.1942,0.22,83.73,175.54,90.56,0.0115,190,150,40,0.0496,130,20,160,0.0062,9.7,0.5626,15.8,15.31,7.31,1.8,8.55,0.023359785,0.022962113,29
16-117A,2016,FMR1KO,3-day,train-train,trained,1,T2,On,16-117B,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T2,FMR1KO_trained_trained_T2,_16-117A,16-117A_,16-117B_,13.78,2.3,2.85,0.291,14,24.13,0.4,1.59,0.87,15,170,72.33,1.49,4.81,15.533,0.0405,0.3484,0.4753,0.1359,0.45,150.38,226.25,70.2,0.0015,350,200,120,0.0622,150,100,210,0.0055,3.1,0.3951,15.8,14.49,11.48,2.8,15.01,0.016576875,0.020600028,1
16-118A,2016,FMR1KO,3-day,train-train,trained,2,T5,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T5_C2,FMR1KO_trained_trained_T5_C2,_16-118A,16-118A_,NA_,7.99,1.33,1.57,0.2372,14,29.4,0.45,2.02,1.27,17,94,32.07,0.5,1.53,18.235,0.049,0.5463,0.262,0.1427,0.47,113.29,204.16,70.68,8.00E-04,350,130,60,0.0682,80,40,140,0.0283,15.8,0.2633,11.5,10.5,26.59,1,3.03,0.015306122,0.015590895,3
16-119B,2016,FMR1KO,3-day,train-train,yoked,1,T3,On,16-119A,Maddy,AnimalRoom,MBL,FMR1KO_2016,yoked_trained,FMR1KO_yoked_trained,T3,FMR1KO_yoked_trained_T3,_16-119B,16-119B_,16-119A_,15.82,2.64,3.2,0.2813,14,64,1.44,21.23,0.8,38,119,75.97,1.87,5.25,76.733,0.1985,0.3074,0.3216,0.1725,0.18,134.63,193.99,93.29,0.0085,300,240,110,0.0483,160,50,200,4.00E-04,16.9,0.3872,14.5,13.18,18.55,2.27,8.88,0.0225,0.02461498,24
16-121A,2016,FMR1KO,3-day,train-train,yoked,2,T5,On,16-121B,Maddy,AnimalRoom,MBL,FMR1KO_2016,yoked_trained,FMR1KO_yoked_trained,T5_C2,FMR1KO_yoked_trained_T5_C2,_16-121A,16-121A_,16-121B_,11.26,1.88,1.97,0.3231,14,166.5,3.3,1.1,0.92,43,166,239.47,4.77,1.53,77.332,0.1986,0.2365,0.3029,0.262,0.18,174.53,204.83,97.27,0.0119,0,250,130,0.0445,130,100,250,0.0788,15.8,0.3252,13.1,11.13,25.51,0.93,2.96,0.01981982,0.019918988,29
16-117D,2016,FMR1KO,3-day,train-conflict,trained,2,C1,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_conflict,FMR1KO_trained_conflict,T4_C1,FMR1KO_trained_conflict_T4_C1,_16-117D,16-117D_,NA_,12.56,2.09,2.8,0.2708,14,42.53,0.79,2.09,0.79,15,128,84.23,2.03,3.29,17.601,0.0356,0.4064,0.3256,0.2325,0.32,114.84,162.28,120.67,0.0016,10,130,40,0.0698,100,30,150,6.00E-04,16.9,0.5101,14.5,14.51,10.23,3.75,26.69,0.018575123,0.024100677,1
16-116D,2016,FMR1KO,3-day,train-conflict,yoked,2,C1,On,16-116C,Maddy,AnimalRoom,MBL,FMR1KO_2016,yoked_conflict,FMR1KO_yoked_conflict,T4_C1,FMR1KO_yoked_conflict_T4_C1,_16-116D,16-116D_,16-116C_,11.94,1.99,2.57,0.271,14,4.33,0.06,1.48,0.83,34,114,38.07,1.33,16.13,63.132,0.122,0.1925,0.4015,0.284,0.19,174.12,155.16,99.21,0.0141,0,230,110,0.0467,150,90,240,0.0451,7.5,0.2503,11.5,12.2,21.28,1.36,5.14,0.013856813,0.034935645,20
bl14,2013,WT,2-day,train,untrained,2,Retest,Off,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,untrained,WT_untrained,Retest,WT_untrained_Retest,_bl14,bl14_,NA_,11.52,1.92,2.09,0.2814,15,3.23,0.23,7.63,0.95,54,82,19.7,0.87,4.83,99.335,0.2589,0.2174,0.3033,0.2203,0.04,183.75,184.69,102.65,0.0181,90,300,140,0.0383,150,90,270,0.0133,3.5,0.4232,16.6,15.11,12.96,2.53,11.33,0.07120743,0.044162437,39
fv3,2013,FMR1KO,2-day,train,untrained,1,T3,Off,NA,?,?,?,FMR1KO_2013,untrained,FMR1KO_untrained,T3,FMR1KO_untrained_T3,_fv3,fv3_,NA_,5.94,0.99,1.11,0.1798,15,1.37,0.04,0.47,1.79,56,98,0.29,7.4,105.929,0.2708,0.2085,0.246,0.2746,0.06,278.45,181.33,107.27,0.0086,90,280,120,0.0472,240,180,0,0.0547,17,0.5226,3.6,8.78,28.38,-0.34,1.66,NA,0.02919708,25.51724138,41
15140D,2015,WT,3-day,train-train,yoked,2,Retest,On,15140C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,Retest,WT_yoked_trained_Retest,_15140D,15140D_,15140C_,13.85,2.31,3.06,0.2782,15,14.97,0.32,1.57,0.77,34,87,35.6,1.39,9.5,83.503,0.2176,0.3692,0.2663,0.1468,0.27,103.06,189.74,85.87,0.0095,300,160,50,0.0493,120,40,180,1.00E-04,19.4,0.32,16.6,14.64,20.14,1.87,6.93,0.021376086,0.039044944,19
15140D,2015,WT,3-day,train-train,yoked,2,T4,On,15140C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,T4_C1,WT_yoked_trained_T4_C1,_15140D,15140D_,15140C_,13.03,2.17,2.61,0.3044,15,53.23,0.91,2.25,0.77,32,122,140.43,2.97,1.69,79.828,0.2272,0.3163,0.2521,0.2044,0.11,99.16,183.12,96.95,0.0171,290,190,50,0.0408,140,10,180,0.006,19.4,0.3399,15,14.8,15.85,2.08,9.3,0.017095623,0.021149327,17
15141D,2015,WT,3-day,train-train,yoked,2,Retest,On,15141C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,Retest,WT_yoked_trained_Retest,_15141D,15141D_,15141C_,10.23,1.71,3,0.1948,15,35.43,0.7,1.69,0.84,50,58,89.27,2.79,1.89,106.466,0.2665,0.221,0.2514,0.2611,0.05,291.95,181.25,106.28,0.0172,150,340,190,0.0399,210,160,340,0.0034,3.5,0.6282,18,17.07,13.45,2.38,10,0.019757268,0.031253501,35
15142D,2015,WT,3-day,train-train,yoked,1,T3,On,15142C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,T3,WT_yoked_trained_T3,_15142D,15142D_,15142C_,8.47,1.41,1.38,0.2523,15,34.17,0.63,2.04,1.25,61,80,92.97,1.9,1.75,115.302,0.3034,0.4076,0.1221,0.1669,0.28,66.78,167.29,86.39,0.0083,180,140,40,0.0571,130,20,150,0.0498,18,0.2057,8.5,11.73,25.81,0.29,1.97,0.018437226,0.0204367,46
15142D,2015,WT,3-day,train-train,yoked,2,Retest,On,15142C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,Retest,WT_yoked_trained_Retest,_15142D,15142D_,15142C_,7.71,1.29,1.38,0.2363,15,21.23,0.38,1.96,1.24,58,71,79.2,1.49,1.82,115.436,0.2812,0.3485,0.1799,0.1904,0.17,70.24,170.43,92.89,0.0155,260,120,0,0.0518,110,0,160,0.0904,3.5,0.2347,11.1,12.58,23.79,0.52,2.62,0.017899199,0.018813131,43
15142D,2015,WT,3-day,train-train,yoked,2,T6,On,15142C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,T6_C3,WT_yoked_trained_T6_C3,_15142D,15142D_,15142C_,8.87,1.48,1.46,0.2771,15,29.93,0.55,2.04,1.2,54,114,44.73,0.84,14.72,112.938,0.286,0.2493,0.2758,0.1889,0.13,108.92,180.93,95.51,0.0157,230,160,20,0.0484,150,60,230,0.0849,3.5,0.1933,11.1,12.57,23.52,0.57,2.72,0.018376211,0.018779343,39
15143D,2015,WT,3-day,train-train,yoked,2,T5,On,15143C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,T5_C2,WT_yoked_trained_T5_C2,_15143D,15143D_,15143C_,14.07,2.35,2.54,0.3241,15,6.83,0.21,11.61,0.81,41,104,12.3,0.4,5.49,85.102,0.2168,0.3341,0.2991,0.15,0.2,127.66,191.77,91.47,0.01,280,190,70,0.0524,110,50,200,1.00E-04,19.4,0.3066,15,13.98,15.59,1.11,5.13,0.030746706,0.032520325,26
